year,month,spec,la2,lo2,pods,bat1,chlor0703,chlor0704,chlor0705,chlor0706,chlor0707,chlor0708,mlotst0703,mlotst0704,mlotst0705,mlotst0706,mlotst0707,mlotst0708,sst0703,sst0704,sst0705,sst0706,sst0707,sst0708
"2007","7",mn,67.2022000000,-20.5872000000,"3",-245.0000000000,0.2852100134,0.3193327188,0.9063215852,0.8554104567,0.5444809198,0.5120629668,196.9969940200,13.7333297730,41.3525810240,11.1392564770,12.6651821140,11.9022188190,276.3545532200,273.5869445800,276.2142944300,277.0741577100,279.3432922400,279.7622985800
"2007","7",mn,67.1968000000,-20.5669000000,"1",-236.0000000000,0.2852100134,0.3193327188,0.9063215852,0.8554104567,0.5444809198,0.5120629668,196.9969940200,13.7333297730,41.3525810240,11.1392564770,12.6651821140,11.9022188190,276.3545532200,273.5869445800,276.2142944300,277.0741577100,279.3432922400,279.7622985800
"2007","7",mn,67.1798000000,-20.5058000000,"1",-230.0000000000,0.2842569947,0.3346270323,0.9922130108,0.9096139073,0.5391591191,0.5113494396,199.5910644500,13.7333297730,39.2162857060,10.9866638180,12.6651821140,11.7496271130,276.4317016600,273.4562988300,276.1686096200,276.8931579600,279.4273376500,279.8157348600
"2007","7",mn,67.0886000000,-20.1410000000,"5",-286.0000000000,0.2602488995,0.3579550684,1.3364225626,0.9399331212,0.4652155340,0.5156963468,216.9866180400,31.7392520900,19.9896240230,10.8340711590,11.2918491360,11.1392564770,276.1783752400,273.8404541000,276.1869506800,277.4819335900,279.8723449700,280.6741638200
"2007","7",mn,67.0320000000,-19.9347000000,"2",-307.0000000000,0.2379532903,0.3960812092,1.7551178932,1.2172833681,0.3646481633,0.5308917761,229.8043823200,34.7911033630,19.0740699770,10.8340711590,10.9866638180,11.4444417950,276.0660095200,274.0429382300,276.2294006300,277.5518798800,279.9525756800,280.9466552700
"2007","7",mn,66.9801000000,-24.2517000000,"2",-419.0000000000,0.2493279576,0.2580683231,0.3025518954,0.5648208857,0.7559391260,0.5254970789,101.0162735000,19.6844387050,32.9599914550,13.1229600910,13.4281444550,11.5970344540,277.5812683100,274.3682861300,274.8586425800,275.4463806200,278.7822876000,279.0726928700
"2007","7",mn,66.9605000000,-24.2470000000,"1",-390.0000000000,0.2493279576,0.2580683231,0.3025518954,0.5648208857,0.7559391260,0.5254970789,101.0162735000,19.6844387050,32.9599914550,13.1229600910,13.4281444550,11.5970344540,277.5812683100,274.3682861300,274.8586425800,275.4463806200,278.7822876000,279.0726928700
"2007","7",mn,66.9416000000,-24.2481000000,"2",-363.0000000000,0.2472312003,0.2476576418,0.2764994204,0.8409348726,0.9581673741,0.6612737775,153.8132934600,29.1451778410,55.2385063170,16.6325893400,16.1748104100,13.4281444550,277.7811584500,275.5107727100,276.1328735400,276.5385131800,279.8110351600,280.1093139600
"2007","7",mn,66.8847000000,-24.3408000000,"3",-233.0000000000,0.2575433850,0.2356848270,0.2812850177,0.6714155674,0.9012385607,0.6278531551,140.3851470900,26.8562889100,46.5407295230,16.4799957280,16.3274040220,13.1229600910,277.8757019000,275.3715820300,276.0135803200,276.3983764600,279.5371093800,279.8315429700
"2007","7",mn,66.8882000000,-24.3866000000,"1",-227.0000000000,0.2653823495,0.2417736799,0.2724155784,0.5054230690,0.8471620679,0.6013457179,126.4992294300,24.1096229550,37.9955444340,15.4118480680,15.7170333860,12.9703674320,277.8757019000,275.3715820300,276.0135803200,276.3983764600,279.5371093800,279.8315429700
"2007","7",mn,66.8891000000,-24.3997000000,"1",-224.0000000000,0.2653823495,0.2417736799,0.2724155784,0.5054230690,0.8471620679,0.6013457179,126.4992294300,24.1096229550,37.9955444340,15.4118480680,15.7170333860,12.9703674320,277.8583374000,275.2508239700,275.8327331500,276.3260498000,279.2491149900,279.4799804700
"2007","7",mn,66.8928000000,-24.4589000000,"5",-252.0000000000,0.2660101056,0.2472941726,0.2676437199,0.4496008158,0.7564378977,0.5601912737,120.7007141100,23.3466606140,35.4014739990,14.4962930680,15.1066627500,12.6651821140,277.8583374000,275.2508239700,275.8327331500,276.3260498000,279.2491149900,279.4799804700
"2007","7",mn,66.8947000000,-24.5092000000,"4",-270.0000000000,0.2660101056,0.2472941726,0.2676437199,0.4496008158,0.7564378977,0.5601912737,120.7007141100,23.3466606140,35.4014739990,14.4962930680,15.1066627500,12.6651821140,277.7708129900,275.1189880400,275.6027832000,276.3016052200,278.9637756300,279.0924377400
"2007","7",mn,66.8957000000,-24.5450000000,"2",-283.0000000000,0.2699297667,0.2448381335,0.2728586495,0.4241859019,0.6674286723,0.5093740225,113.5288620000,22.2785129550,32.6548080440,14.0385150910,14.4962930680,12.5125894550,277.7708129900,275.1189880400,275.6027832000,276.3016052200,278.9637756300,279.0924377400
"2007","7",mn,66.8958000000,-24.5490000000,"1",-284.0000000000,0.2699297667,0.2448381335,0.2728586495,0.4241859019,0.6674286723,0.5093740225,113.5288620000,22.2785129550,32.6548080440,14.0385150910,14.4962930680,12.5125894550,277.7708129900,275.1189880400,275.6027832000,276.3016052200,278.9637756300,279.0924377400
"2007","7",mn,66.8960000000,-24.5560000000,"2",-287.0000000000,0.2699297667,0.2448381335,0.2728586495,0.4241859019,0.6674286723,0.5093740225,113.5288620000,22.2785129550,32.6548080440,14.0385150910,14.4962930680,12.5125894550,277.7708129900,275.1189880400,275.6027832000,276.3016052200,278.9637756300,279.0924377400
"2007","7",mn,66.8964000000,-24.5737000000,"1",-302.0000000000,0.2699297667,0.2448381335,0.2728586495,0.4241859019,0.6674286723,0.5093740225,113.5288620000,22.2785129550,32.6548080440,14.0385150910,14.4962930680,12.5125894550,277.6340637200,274.9578552200,275.3420410200,276.1992492700,278.6968994100,278.7015380900
"2007","7",mn,66.8980000000,-24.6422000000,"1",-381.0000000000,0.2770119607,0.2554540932,0.2878190279,0.4042864740,0.6479123235,0.4781187475,102.5421981800,21.0577716830,29.7555484770,13.5807371140,13.4281444550,12.5125894550,277.4582824700,274.7567749000,275.0518798800,276.0643920900,278.4614868200,278.3401489300
"2007","7",mn,66.8980000000,-24.6437000000,"3",-381.0000000000,0.2770119607,0.2554540932,0.2878190279,0.4042864740,0.6479123235,0.4781187475,102.5421981800,21.0577716830,29.7555484770,13.5807371140,13.4281444550,12.5125894550,277.4582824700,274.7567749000,275.0518798800,276.0643920900,278.4614868200,278.3401489300
"2007","7",mn,66.8982000000,-24.6502000000,"1",-396.0000000000,0.2770119607,0.2554540932,0.2878190279,0.4042864740,0.6479123235,0.4781187475,102.5421981800,21.0577716830,29.7555484770,13.5807371140,13.4281444550,12.5125894550,277.4582824700,274.7567749000,275.0518798800,276.0643920900,278.4614868200,278.3401489300
"2007","7",mn,66.8990000000,-24.6800000000,"1",-438.0000000000,0.2770119607,0.2554540932,0.2878190279,0.4042864740,0.6479123235,0.4781187475,102.5421981800,21.0577716830,29.7555484770,13.5807371140,13.4281444550,12.5125894550,277.4582824700,274.7567749000,275.0518798800,276.0643920900,278.4614868200,278.3401489300
"2007","7",mn,66.9017000000,-24.7602000000,"1",-555.0000000000,0.2665390968,0.2616574168,0.2896309793,0.4834005833,0.6332617998,0.4693812728,87.5881271360,20.5999946590,29.4503631590,12.8177747730,12.5125894550,12.5125894550,277.2097473100,274.5138549800,274.7399902300,275.8582153300,278.2699279800,278.0201416000
"2007","7",mn,66.9026000000,-24.7830000000,"1",-622.0000000000,0.2665390968,0.2616574168,0.2896309793,0.4834005833,0.6332617998,0.4693812728,87.5881271360,20.5999946590,29.4503631590,12.8177747730,12.5125894550,12.5125894550,277.2097473100,274.5138549800,274.7399902300,275.8582153300,278.2699279800,278.0201416000
"2007","7",mn,66.9049000000,-24.8750000000,"2",-748.0000000000,0.2337370366,0.2509052455,0.2733282149,0.5920817256,0.6136663556,0.4640730918,76.7540512080,19.5318470000,28.8399925230,12.2074041370,11.9022188190,12.5125894550,276.8723449700,274.2315673800,274.4291992200,275.6007995600,278.1232605000,277.7495422400
"2007","7",mn,65.8879000000,-27.6698000000,"2",-670.0000000000,0.1561060846,0.2340388298,0.2647461891,1.1668497324,0.9398858547,0.5611974001,103.1525650000,38.6059150700,60.5792427060,14.4962930680,13.4281444550,12.9703674320,279.2335510300,277.4917907700,279.3130493200,281.0108947800,280.5083618200,281.7775268600
"2007","7",mn,65.8722000000,-27.5023000000,"1",-703.0000000000,0.1408418715,0.2055348158,0.2330489457,1.1175425053,0.9100427628,0.6059720516,333.8724975600,121.7688598600,152.1347808800,16.9377727510,13.2755517960,14.3437004090,279.2052612300,277.9458007800,279.4406738300,281.1537475600,281.0238342300,281.6944274900
"2007","7",mn,65.8499000000,-27.2882000000,"1",-539.0000000000,0.1607033610,0.2078853101,0.2181144506,1.2669823170,1.2224719524,0.7010315061,309.4577026400,152.5925598100,123.1421890300,14.8014774320,13.1229600910,13.7333297730,279.6459960900,279.3045349100,279.8497314500,281.7306518600,282.5308227500,283.0320129400
