year,month,spec,la2,lo2,pods,bat1,chlor0103,chlor0104,chlor0105,chlor0106,chlor0107,chlor0108,mlotst0103,mlotst0104,mlotst0105,mlotst0106,mlotst0107,mlotst0108,sst0103,sst0104,sst0105,sst0106,sst0107,sst0108
"2001","7",mn,65.3590000000,-12.5570000000,"1",-273.0000000000,0.2934365571,0.2753627300,0.5083679557,0.9488771558,0.7924063802,0.6122056246,166.1732940700,119.4799728400,14.6488857270,12.9703674320,10.8340711590,11.5970344540,275.6044616700,275.5462341300,276.2479248000,277.1293945300,280.0575256300,281.2749328600
"2001","7",mn,65.3580000000,-12.5730000000,"1",-263.0000000000,0.2934365571,0.2753627300,0.5083679557,0.9488771558,0.7924063802,0.6122056246,166.1732940700,119.4799728400,14.6488857270,12.9703674320,10.8340711590,11.5970344540,275.5725402800,275.5425109900,276.3137207000,277.1287841800,280.0476989700,281.1939392100
"2001","7",mn,65.3580000000,-12.5860000000,"1",-253.0000000000,0.2934365571,0.2753627300,0.5083679557,0.9488771558,0.7924063802,0.6122056246,166.1732940700,119.4799728400,14.6488857270,12.9703674320,10.8340711590,11.5970344540,275.5725402800,275.5425109900,276.3137207000,277.1287841800,280.0476989700,281.1939392100
"2001","7",mn,65.3580000000,-12.5860000000,"1",-253.0000000000,0.2934365571,0.2753627300,0.5083679557,0.9488771558,0.7924063802,0.6122056246,166.1732940700,119.4799728400,14.6488857270,12.9703674320,10.8340711590,11.5970344540,275.5725402800,275.5425109900,276.3137207000,277.1287841800,280.0476989700,281.1939392100
"2001","7",mn,65.3590000000,-12.6100000000,"1",-242.0000000000,0.2934365571,0.2753627300,0.5083679557,0.9488771558,0.7924063802,0.6122056246,166.1732940700,119.4799728400,14.6488857270,12.9703674320,10.8340711590,11.5970344540,275.5944824200,275.5225219700,276.2362976100,277.1186828600,280.1141967800,281.2589721700
"2001","7",mn,65.3600000000,-12.6180000000,"1",-240.0000000000,0.2934365571,0.2753627300,0.5083679557,0.9488771558,0.7924063802,0.6122056246,166.1732940700,119.4799728400,14.6488857270,12.9703674320,10.8340711590,11.5970344540,275.5944824200,275.5225219700,276.2362976100,277.1186828600,280.1141967800,281.2589721700
"2001","7",mn,65.3660000000,-12.6590000000,"1",-233.0000000000,0.2981015444,0.2708498538,0.4767536223,0.8940405250,0.7999042273,0.6121931076,161.9006958000,112.1555252100,14.6488857270,12.8177747730,10.8340711590,11.5970344540,275.5828247100,275.4958801300,276.2267761200,277.1219787600,280.1815490700,281.2297058100
"2001","7",mn,65.3770000000,-12.7200000000,"2",-231.0000000000,0.3012182415,0.2754652798,0.4031413198,0.9659798741,0.7660409212,0.5650159717,131.8399658200,90.0296096800,14.9540700910,13.4281444550,10.8340711590,11.7496271130,275.5828247100,275.4958801300,276.2267761200,277.1219787600,280.1815490700,281.2297058100
"2001","7",mn,65.4240000000,-12.9860000000,"1",-117.0000000000,0.3186969161,0.2964092493,0.3655329049,1.1582033634,0.8030912876,0.6081616879,118.2592315700,81.3318328860,14.3437004090,12.8177747730,10.6814785000,11.1392564770,275.5529480000,275.4047851600,276.2284545900,277.2348022500,280.1725158700,281.1025695800
"2001","7",mn,65.4340000000,-13.0410000000,"1",-110.0000000000,0.3186969161,0.2964092493,0.3655329049,1.1582033634,0.8030912876,0.6081616879,118.2592315700,81.3318328860,14.3437004090,12.8177747730,10.6814785000,11.1392564770,275.5529480000,275.4047851600,276.2284545900,277.2348022500,280.1725158700,281.1025695800
"2001","7",mn,65.4340000000,-13.0410000000,"1",-110.0000000000,0.3186969161,0.2964092493,0.3655329049,1.1582033634,0.8030912876,0.6081616879,118.2592315700,81.3318328860,14.3437004090,12.8177747730,10.6814785000,11.1392564770,275.5529480000,275.4047851600,276.2284545900,277.2348022500,280.1725158700,281.1025695800
"2001","7",mn,65.7170000000,-13.3480000000,"1",-232.0000000000,0.3209336996,0.2851700187,0.3222252727,1.2904862165,0.5628281832,0.4259649813,159.0014495800,104.6784896900,14.0385150910,12.5125894550,10.6814785000,11.2918491360,275.5881652800,275.2764282200,276.2800598100,277.4663391100,281.2655944800,281.5749511700
"2001","7",mn,65.7370000000,-13.3680000000,"1",-208.0000000000,0.3209336996,0.2851700187,0.3222252727,1.2904862165,0.5628281832,0.4259649813,159.0014495800,104.6784896900,14.0385150910,12.5125894550,10.6814785000,11.2918491360,275.5881652800,275.2764282200,276.2800598100,277.4663391100,281.2655944800,281.5749511700
"2001","7",mn,65.7370000000,-13.3680000000,"1",-208.0000000000,0.3209336996,0.2851700187,0.3222252727,1.2904862165,0.5628281832,0.4259649813,159.0014495800,104.6784896900,14.0385150910,12.5125894550,10.6814785000,11.2918491360,275.5881652800,275.2764282200,276.2800598100,277.4663391100,281.2655944800,281.5749511700
"2001","7",mn,65.7700000000,-13.4000000000,"2",-195.0000000000,0.3195809722,0.2782250643,0.3224634528,1.3694790602,0.5406727791,0.4586155415,147.2518158000,97.8118286130,13.7333297730,12.3599967960,10.5288858410,11.1392564770,275.5277710000,275.2884521500,276.3665771500,277.5495605500,281.3132934600,281.6038818400
"2001","7",mn,65.8120000000,-13.3890000000,"1",-245.0000000000,0.3091664016,0.2567507923,0.3333221972,1.3535288572,0.4757978320,0.5425869823,195.4710693400,114.2918243400,14.8014774320,12.8177747730,10.8340711590,11.9022188190,275.6828613300,275.2351989700,276.1897583000,277.3942565900,281.1404418900,281.4678955100
"2001","7",mn,65.8140000000,-13.3880000000,"1",-245.0000000000,0.3091664016,0.2567507923,0.3333221972,1.3535288572,0.4757978320,0.5425869823,195.4710693400,114.2918243400,14.8014774320,12.8177747730,10.8340711590,11.9022188190,275.6828613300,275.2351989700,276.1897583000,277.3942565900,281.1404418900,281.4678955100
"2001","7",mn,65.8170000000,-13.3870000000,"1",-247.0000000000,0.3091664016,0.2567507923,0.3333221972,1.3535288572,0.4757978320,0.5425869823,195.4710693400,114.2918243400,14.8014774320,12.8177747730,10.8340711590,11.9022188190,275.6828613300,275.2351989700,276.1897583000,277.3942565900,281.1404418900,281.4678955100
"2001","7",mn,65.8220000000,-13.3790000000,"1",-251.0000000000,0.3091664016,0.2567507923,0.3333221972,1.3535288572,0.4757978320,0.5425869823,195.4710693400,114.2918243400,14.8014774320,12.8177747730,10.8340711590,11.9022188190,275.6828613300,275.2351989700,276.1897583000,277.3942565900,281.1404418900,281.4678955100
"2001","7",mn,65.8320000000,-13.3970000000,"1",-252.0000000000,0.3091664016,0.2567507923,0.3333221972,1.3535288572,0.4757978320,0.5425869823,195.4710693400,114.2918243400,14.8014774320,12.8177747730,10.8340711590,11.9022188190,275.6460571300,275.2337646500,276.2600708000,277.4458923300,281.1833190900,281.5018310500
"2001","7",mn,65.8390000000,-13.4160000000,"1",-249.0000000000,0.3091664016,0.2567507923,0.3333221972,1.3535288572,0.4757978320,0.5425869823,195.4710693400,114.2918243400,14.8014774320,12.8177747730,10.8340711590,11.9022188190,275.6460571300,275.2337646500,276.2600708000,277.4458923300,281.1833190900,281.5018310500
"2001","7",mn,65.8400000000,-13.4170000000,"2",-254.0000000000,0.3091664016,0.2567507923,0.3333221972,1.3535288572,0.4757978320,0.5425869823,195.4710693400,114.2918243400,14.8014774320,12.8177747730,10.8340711590,11.9022188190,275.6460571300,275.2337646500,276.2600708000,277.4458923300,281.1833190900,281.5018310500
"2001","7",mn,65.8540000000,-13.4540000000,"1",-262.0000000000,0.3091664016,0.2567507923,0.3333221972,1.3535288572,0.4757978320,0.5425869823,195.4710693400,114.2918243400,14.8014774320,12.8177747730,10.8340711590,11.9022188190,275.6460571300,275.2337646500,276.2600708000,277.4458923300,281.1833190900,281.5018310500
"2001","7",mn,65.8580000000,-13.4620000000,"3",-263.0000000000,0.2668471634,0.2518262863,0.3127325475,1.4032651186,0.4810036719,0.5628237724,190.7406921400,114.4444122300,14.6488857270,12.6651821140,10.6814785000,11.5970344540,275.6460571300,275.2337646500,276.2600708000,277.4458923300,281.1833190900,281.5018310500
"2001","7",mn,65.8660000000,-13.4850000000,"1",-244.0000000000,0.2668471634,0.2518262863,0.3127325475,1.4032651186,0.4810036719,0.5628237724,190.7406921400,114.4444122300,14.6488857270,12.6651821140,10.6814785000,11.5970344540,275.6561279300,275.1607055700,276.2320251500,277.4579162600,280.8098144500,281.3970947300
"2001","7",mn,65.8680000000,-13.4900000000,"1",-243.0000000000,0.2668471634,0.2518262863,0.3127325475,1.4032651186,0.4810036719,0.5628237724,190.7406921400,114.4444122300,14.6488857270,12.6651821140,10.6814785000,11.5970344540,275.6561279300,275.1607055700,276.2320251500,277.4579162600,280.8098144500,281.3970947300
"2001","7",mn,65.8680000000,-13.4900000000,"1",-243.0000000000,0.2668471634,0.2518262863,0.3127325475,1.4032651186,0.4810036719,0.5628237724,190.7406921400,114.4444122300,14.6488857270,12.6651821140,10.6814785000,11.5970344540,275.6561279300,275.1607055700,276.2320251500,277.4579162600,280.8098144500,281.3970947300
"2001","7",mn,65.8720000000,-13.4970000000,"1",-241.0000000000,0.2668471634,0.2518262863,0.3127325475,1.4032651186,0.4810036719,0.5628237724,190.7406921400,114.4444122300,14.6488857270,12.6651821140,10.6814785000,11.5970344540,275.6561279300,275.1607055700,276.2320251500,277.4579162600,280.8098144500,281.3970947300
"2001","7",mn,65.8720000000,-13.4970000000,"1",-241.0000000000,0.2668471634,0.2518262863,0.3127325475,1.4032651186,0.4810036719,0.5628237724,190.7406921400,114.4444122300,14.6488857270,12.6651821140,10.6814785000,11.5970344540,275.6561279300,275.1607055700,276.2320251500,277.4579162600,280.8098144500,281.3970947300
"2001","7",mn,65.8880000000,-13.5160000000,"1",-225.0000000000,0.2470157445,0.2571702600,0.3449290693,1.4109200239,0.4495883584,0.5121039152,189.5199585000,128.1777496300,15.4118480680,13.1229600910,10.8340711590,12.3599967960,275.6561279300,275.1607055700,276.2320251500,277.4579162600,280.8098144500,281.3970947300
"2001","7",mn,65.8950000000,-13.5230000000,"2",-221.0000000000,0.2470157445,0.2571702600,0.3449290693,1.4109200239,0.4495883584,0.5121039152,189.5199585000,128.1777496300,15.4118480680,13.1229600910,10.8340711590,12.3599967960,275.6561279300,275.1607055700,276.2320251500,277.4579162600,280.8098144500,281.3970947300
"2001","7",mn,65.9000000000,-13.5280000000,"1",-221.0000000000,0.2470157445,0.2571702600,0.3449290693,1.4109200239,0.4495883584,0.5121039152,189.5199585000,128.1777496300,15.4118480680,13.1229600910,10.8340711590,12.3599967960,275.6561279300,275.1607055700,276.2320251500,277.4579162600,280.8098144500,281.3970947300
"2001","7",mn,65.9090000000,-13.5360000000,"1",-226.0000000000,0.2470157445,0.2571702600,0.3449290693,1.4109200239,0.4495883584,0.5121039152,189.5199585000,128.1777496300,15.4118480680,13.1229600910,10.8340711590,12.3599967960,275.6561279300,275.1607055700,276.2320251500,277.4579162600,280.8098144500,281.3970947300
"2001","7",mn,65.9150000000,-13.5420000000,"1",-232.0000000000,0.2293951660,0.2537460327,0.3331832886,1.3016976118,0.4603700340,0.4993363619,180.6695861800,123.9051513700,15.1066627500,12.9703674320,10.8340711590,12.0548114780,275.6561279300,275.1607055700,276.2320251500,277.4579162600,280.8098144500,281.3970947300
"2001","7",mn,65.9170000000,-13.5440000000,"1",-232.0000000000,0.2293951660,0.2537460327,0.3331832886,1.3016976118,0.4603700340,0.4993363619,180.6695861800,123.9051513700,15.1066627500,12.9703674320,10.8340711590,12.0548114780,275.6561279300,275.1607055700,276.2320251500,277.4579162600,280.8098144500,281.3970947300
"2001","7",mn,65.9300000000,-13.5570000000,"1",-222.0000000000,0.2293951660,0.2537460327,0.3331832886,1.3016976118,0.4603700340,0.4993363619,180.6695861800,123.9051513700,15.1066627500,12.9703674320,10.8340711590,12.0548114780,275.6561279300,275.1607055700,276.2320251500,277.4579162600,280.8098144500,281.3970947300
"2001","7",mn,65.9530000000,-13.5790000000,"1",-198.0000000000,0.2293951660,0.2537460327,0.3331832886,1.3016976118,0.4603700340,0.4993363619,180.6695861800,123.9051513700,15.1066627500,12.9703674320,10.8340711590,12.0548114780,275.6086731000,275.1098632800,276.1605224600,277.4772338900,280.4738159200,281.3332824700
"2001","7",mn,65.9590000000,-13.5840000000,"3",-191.0000000000,0.2318285704,0.2529635727,0.3460144103,1.2100023031,0.5190985799,0.4961104691,114.1392288200,79.5007247920,15.7170333860,13.4281444550,10.9866638180,12.5125894550,275.6086731000,275.1098632800,276.1605224600,277.4772338900,280.4738159200,281.3332824700
"2001","7",mn,65.9590000000,-13.5840000000,"5",-191.0000000000,0.2318285704,0.2529635727,0.3460144103,1.2100023031,0.5190985799,0.4961104691,114.1392288200,79.5007247920,15.7170333860,13.4281444550,10.9866638180,12.5125894550,275.6086731000,275.1098632800,276.1605224600,277.4772338900,280.4738159200,281.3332824700
"2001","7",mn,65.9610000000,-13.5860000000,"1",-184.0000000000,0.2318285704,0.2529635727,0.3460144103,1.2100023031,0.5190985799,0.4961104691,114.1392288200,79.5007247920,15.7170333860,13.4281444550,10.9866638180,12.5125894550,275.6086731000,275.1098632800,276.1605224600,277.4772338900,280.4738159200,281.3332824700
"2001","7",mn,65.9720000000,-13.5970000000,"1",-173.0000000000,0.2318285704,0.2529635727,0.3460144103,1.2100023031,0.5190985799,0.4961104691,114.1392288200,79.5007247920,15.7170333860,13.4281444550,10.9866638180,12.5125894550,275.6086731000,275.1098632800,276.1605224600,277.4772338900,280.4738159200,281.3332824700
"2001","7",mn,65.9750000000,-13.6000000000,"1",-168.0000000000,0.2318285704,0.2529635727,0.3460144103,1.2100023031,0.5190985799,0.4961104691,114.1392288200,79.5007247920,15.7170333860,13.4281444550,10.9866638180,12.5125894550,275.6086731000,275.1098632800,276.1605224600,277.4772338900,280.4738159200,281.3332824700
"2001","7",mn,65.9780000000,-13.6030000000,"1",-164.0000000000,0.2318285704,0.2529635727,0.3460144103,1.2100023031,0.5190985799,0.4961104691,114.1392288200,79.5007247920,15.7170333860,13.4281444550,10.9866638180,12.5125894550,275.6086731000,275.1098632800,276.1605224600,277.4772338900,280.4738159200,281.3332824700
"2001","7",mn,65.9820000000,-13.6070000000,"4",-161.0000000000,0.2318285704,0.2529635727,0.3460144103,1.2100023031,0.5190985799,0.4961104691,114.1392288200,79.5007247920,15.7170333860,13.4281444550,10.9866638180,12.5125894550,275.6086731000,275.1098632800,276.1605224600,277.4772338900,280.4738159200,281.3332824700
"2001","7",mn,65.9860000000,-13.6110000000,"1",-157.0000000000,0.2318285704,0.2529635727,0.3460144103,1.2100023031,0.5190985799,0.4961104691,114.1392288200,79.5007247920,15.7170333860,13.4281444550,10.9866638180,12.5125894550,275.6086731000,275.1098632800,276.1605224600,277.4772338900,280.4738159200,281.3332824700
"2001","7",mn,65.9980000000,-13.6220000000,"1",-139.0000000000,0.2318285704,0.2529635727,0.3460144103,1.2100023031,0.5190985799,0.4961104691,114.1392288200,79.5007247920,15.7170333860,13.4281444550,10.9866638180,12.5125894550,275.6086731000,275.1098632800,276.1605224600,277.4772338900,280.4738159200,281.3332824700
"2001","7",mn,66.0090000000,-13.6330000000,"1",-133.0000000000,0.2371967584,0.2464660108,0.3599444926,1.0593087673,0.4846911132,0.5052633286,120.8533020000,83.0103530880,15.8696260450,13.2755517960,10.9866638180,12.5125894550,275.6086731000,275.1098632800,276.1605224600,277.4772338900,280.4738159200,281.3332824700
"2001","7",mn,66.0330000000,-13.6440000000,"1",-132.0000000000,0.2371967584,0.2464660108,0.3599444926,1.0593087673,0.4846911132,0.5052633286,120.8533020000,83.0103530880,15.8696260450,13.2755517960,10.9866638180,12.5125894550,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0380000000,-13.6570000000,"1",-132.0000000000,0.2371967584,0.2464660108,0.3599444926,1.0593087673,0.4846911132,0.5052633286,120.8533020000,83.0103530880,15.8696260450,13.2755517960,10.9866638180,12.5125894550,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0440000000,-13.6670000000,"2",-127.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0490000000,-13.6720000000,"3",-127.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0490000000,-13.6720000000,"1",-127.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0490000000,-13.6720000000,"1",-127.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0580000000,-13.6830000000,"1",-127.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0600000000,-13.6850000000,"1",-127.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0650000000,-13.6890000000,"1",-127.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0670000000,-13.6920000000,"1",-126.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0670000000,-13.6920000000,"1",-126.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0690000000,-13.6940000000,"2",-129.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0710000000,-13.6960000000,"1",-129.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0720000000,-13.6970000000,"1",-129.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0780000000,-13.7030000000,"4",-131.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0780000000,-13.7030000000,"2",-131.0000000000,0.2344562262,0.2494723052,0.3578961194,1.0154696703,0.4815025628,0.5490554571,115.5125656100,85.6044235230,16.1748104100,13.4281444550,10.9866638180,12.6651821140,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0910000000,-13.7150000000,"1",-127.0000000000,0.2224589437,0.2416176200,0.3468877971,0.9896546602,0.4803845286,0.5119446516,99.6429367070,75.9910888670,15.2592554090,12.9703674320,10.8340711590,12.3599967960,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.0990000000,-13.7230000000,"1",-127.0000000000,0.2224589437,0.2416176200,0.3468877971,0.9896546602,0.4803845286,0.5119446516,99.6429367070,75.9910888670,15.2592554090,12.9703674320,10.8340711590,12.3599967960,275.5226745600,275.0752563500,276.1347045900,277.4731750500,280.5140075700,281.3495483400
"2001","7",mn,66.1040000000,-13.7280000000,"1",-124.0000000000,0.2224589437,0.2416176200,0.3468877971,0.9896546602,0.4803845286,0.5119446516,99.6429367070,75.9910888670,15.2592554090,12.9703674320,10.8340711590,12.3599967960,275.4676208500,275.0627746600,276.1523437500,277.4717712400,280.5737609900,281.4064636200
"2001","7",mn,66.1060000000,-13.7300000000,"1",-124.0000000000,0.2224589437,0.2416176200,0.3468877971,0.9896546602,0.4803845286,0.5119446516,99.6429367070,75.9910888670,15.2592554090,12.9703674320,10.8340711590,12.3599967960,275.4676208500,275.0627746600,276.1523437500,277.4717712400,280.5737609900,281.4064636200
"2001","7",mn,66.1160000000,-13.7390000000,"1",-107.0000000000,0.2224589437,0.2416176200,0.3468877971,0.9896546602,0.4803845286,0.5119446516,99.6429367070,75.9910888670,15.2592554090,12.9703674320,10.8340711590,12.3599967960,275.3936157200,275.0575256300,276.1763610800,277.4376525900,280.8045959500,281.4312744100
"2001","7",mn,66.1340000000,-13.7570000000,"1",-105.0000000000,0.2255593538,0.2426083088,0.3425000310,1.0535868406,0.4500274062,0.5337390304,112.1555252100,86.5199813840,15.4118480680,12.8177747730,10.8340711590,12.0548114780,275.3936157200,275.0575256300,276.1763610800,277.4376525900,280.8045959500,281.4312744100
"2001","7",mn,66.1510000000,-13.7730000000,"1",-112.0000000000,0.2255593538,0.2426083088,0.3425000310,1.0535868406,0.4500274062,0.5337390304,112.1555252100,86.5199813840,15.4118480680,12.8177747730,10.8340711590,12.0548114780,275.3936157200,275.0575256300,276.1763610800,277.4376525900,280.8045959500,281.4312744100
"2001","7",mn,66.1530000000,-13.7750000000,"1",-114.0000000000,0.2255593538,0.2426083088,0.3425000310,1.0535868406,0.4500274062,0.5337390304,112.1555252100,86.5199813840,15.4118480680,12.8177747730,10.8340711590,12.0548114780,275.3936157200,275.0575256300,276.1763610800,277.4376525900,280.8045959500,281.4312744100
"2001","7",mn,66.1550000000,-13.7780000000,"1",-115.0000000000,0.2255593538,0.2426083088,0.3425000310,1.0535868406,0.4500274062,0.5337390304,112.1555252100,86.5199813840,15.4118480680,12.8177747730,10.8340711590,12.0548114780,275.3936157200,275.0575256300,276.1763610800,277.4376525900,280.8045959500,281.4312744100
"2001","7",mn,66.1570000000,-13.7800000000,"2",-117.0000000000,0.2255593538,0.2426083088,0.3425000310,1.0535868406,0.4500274062,0.5337390304,112.1555252100,86.5199813840,15.4118480680,12.8177747730,10.8340711590,12.0548114780,275.3936157200,275.0575256300,276.1763610800,277.4376525900,280.8045959500,281.4312744100
"2001","7",mn,66.1650000000,-13.7870000000,"1",-130.0000000000,0.2255593538,0.2426083088,0.3425000310,1.0535868406,0.4500274062,0.5337390304,112.1555252100,86.5199813840,15.4118480680,12.8177747730,10.8340711590,12.0548114780,275.3936157200,275.0575256300,276.1763610800,277.4376525900,280.8045959500,281.4312744100
